question_no,question,correct_answer,category,labels
11401,"For sea water with \gamma = 5 mhos/meter and\epsilon_r= 80, find the distance a radio signal can be transmitted at 25kcps and 25mcps, if the range is taken to be the distance at which 90 per cent of the wave amplitude is attenuated.
A. 4.5 meters for 25kcps and 15 cm for 25mcps
B. 5 meters for 25mcps and 20 cm for 25kcps
C. 1 meter for 25kcps and 30 cm for 25mcps
D. 3.22 meters for both 25kcps and 25mcps
E. 2.3 meters for 25kcps and 10 cm for 25mcps
F. 3.22 meters for 25mcps and 10 cm for 25kcps
G. 2.5 meters for 25mcps and 5 cm for 25kcps
H. 3.22 meters for 25kcps and 10 cm for 25mcps
I. 3.22 cm for 25kcps and 10 meters for 25mcps
J. 10 cm for both 25kcps and 25mcps",H,engineering,A|B|C|D|E|F|G|H|I|J
11698,"A concentrated charge of 10 microcoulombs exists in an extensive mass of Bakelite. Determine the total energy contained in the electric field outside a radial distance of (a) 10 meters, (b) 1 meter, (c) 10 centimenters, and (d) centimeter.
A. (a) 0.10 joule, (b) 1.0 joule, (c) 10 joules, (d) 100 joules
B. (a) 0.50 joule, (b) 5.0 joules, (c) 50 joules, (d) 500 joules
C. (a) 0.0001 joule, (b) 0.001 joule, (c) 0.01 joule, (d) 0.1 joule
D. (a) 0.020 joule, (b) 0.200 joule, (c) 2.0 joules, (d) 20 joules
E. (a) 1.0 joule, (b) 10 joules, (c) 100 joules, (d) 1000 joules
F. (a) 0.001 joule, (b) 1.0 joule, (c) 10 joules, (d) 100 joules
G. (a) 2.0 joules, (b) 20 joules, (c) 200 joules, (d) 2000 joules
H. (a) 0.002 joule, (b) 0.02 joule, (c) 0.2 joule, (d) 2.0 joules
I. (a) 0.010 joule, (b) 0.10 joule, (c) 1.0 joule, (d) 10 joules
J. (a) 0.005 joule, (b) 0.05 joule, (c) 0.5 joule, (d) 5.0 joules",I,engineering,A|B|C|D|E|F|G|H|I|J
11572,"Given the transfer function of a two port network H( \omega ) = \vertH(\omega_0)\vert exp(-j\textphi). \omega Derive an expression for output as a function of time, for the single frequency input v_i =cos\omega_0t. \omega
A. |H(ω_0)|cos(2ω_0t - φ)
B. ertH(\omega_0)ertcos(\omega_0t)
C. |H(ω_0)|exp(-jω_0t)
D. ertH(\omega_0)ertcos(\omega_0t - 	extphi)
E. ertH(\omega_0)ertcos(\omega_0t + 	extphi)
F. |H(ω_0)|exp(jω_0t)
G. |H(ω_0)|sin(2ω_0t + φ)
H. |H(ω_0)|sin(ω_0t - φ)
I. |H(ω_0)|sin(ω_0t + φ)
J. ertH(\omega_0)ertsin(\omega_0t - 	extphi)",D,engineering,A|B|C|D|E|F|G|H|I|J
11451,"Determine the available energy that can be associated with a 10 m^3 perfect vacuum and its surroundings at a pressure of 0.100MPaand at a temperature of 300K.
A. 750 kJ
B. 1,500 kJ
C. 250 kJ
D. 2,000 kJ
E. 1,250 kJ
F. 1,000 kJ
G. 600 kJ
H. 3,000 kJ
I. 500 kJ
J. 4,000 kJ",F,engineering,A|B|C|D|E|F|G|H|I|J
11946,"A ventilating duct with non-gray interior surfaces, at temperatureT_w= 600°K, has a uniform thickness of 12 mm andabsorption coefficient 120/m. A vapor at 1100°K is flowingthrough the channel. The black bodyradiosityof the vaporincreases linearly, at each wall over the boundary layerthickness of 2 mm, and reaches a constant value at the outletof the duct. Calculate the resultant radiant heat transferat the wall.
A. 4.5 × 10^4 W/m^2
B. 8.0 × 10^3 W/m^2
C. 1.5 × 10^4 W/m^2
D. 2.5 × 10^4 W/m^2
E. 2.0 × 10^4 W/m^2
F. 3.5 × 10^4 W/m^2
G. 5.0 × 10^3 W/m^2
H. 6.0 × 10^4 W/m^2
I. 1.0 × 10^4 W/m^2
J. 7.5 × 10^4 W/m^2",F,engineering,A|B|C|D|E|F|G|H|I|J
11686,"A sinusoidal voltage having a frequency of 1 MHz and a peak value of 10 volts is applied to the plates of a parallel plate capacitor which are 2 cm. apart. If an electron is released from one plate at an instant when the applied voltage is zero, find the position of the electron at any subsequent time t. Assume that the initial velocity of the electron is 10^6 m/sec in the X-direction, which is perpendicular to the plates. No magnetic field is present.
A. 1.40 × 10^7t + 2.23 cos (2π × 10^6t) m
B. 1.50 × 10^6t - 2.23 sin (2\pi × 10^6t) m
C. 1.40 × 10^7t - 2.23 sin (2\pi × 10^6t) m
D. 1.50 × 10^6t + 2.23 cos (2π × 10^6t) m
E. 1.50 × 10^7t - 2.23 tan (2π × 10^6t) m
F. 1.50 × 10^6t + 2.23 sin (2π × 10^6t) m
G. 1.60 × 10^7t - 2.00 sin (2π × 10^6t) m
H. 1.50 × 10^7t - 1.23 sin (2π × 10^6t) m
I. 1.50 × 10^7t - 2.23 cos (2\pi × 10^6t) m
J. 1.50 × 10^7t - 2.23 sin (2\pi × 10^6t) m",J,engineering,A|B|C|D|E|F|G|H|I|J
12143,"Estimate the pressure which would be exerted by 8.2 lb of CO in a 1-ft^3 container at - 78°F, employing (a) the ideal-gas equation, (b) the vanderWaals equation of state, and (c) theRedlich-Kwongequation.
A. 1500psia = 102.0atm, 88.9 atm, 92.4atm
B. 1000psia = 68.0atm, 58.8 atm, 62.5atm
C. 850psia = 57.8atm, 50.0 atm, 53.1atm
D. 1400psia = 95.2atm, 82.3 atm, 85.0atm
E. 900psia= 60.9atm, 70.5 atm, 75.8atm
F. 800psia = 54.4atm, 47.6 atm, 50.2atm
G. 1600psia = 108.9atm, 94.5 atm, 98.6atm
H. 1200psia= 81.7atm, 68.2 atm, 70.8atm
I. 1300psia= 88.2atm, 75.6 atm, 80.9atm
J. 1100psia= 75.1atm, 65.7 atm, 68.5atm",H,engineering,A|B|C|D|E|F|G|H|I|J
11976,"A furnace operates with a gas inlet temperature of 650°C andan outlet temperature of 1,100°C. The inlet gas is composedof 10 percent CO, 20 percent CO_2 and 70 percent N_2 by volume.The combustion occurs with astoichiometric amountof air. Using the following data, determine the maximumflame temperature and the heat supplied to the furnacein Btu/ft^3 of exhaust gas. Data Standard heats of formation CO;\DeltaH_f=- 26,400 cal/mole CO_2;\DeltaH_f=- 94,050 cal/mole Heat capacities (cal deg^-1mole^-1) CO;C_p = 6.79 + 0.98 × 10^-3T - 0.11 × 10^5T^-2 O_2;C_p = 7.16 + 1.00 × 10^-3T - 0.40 × 10^5T^-2 CO_2;C_p = 10.55 + 2.16 × 10^-3T - 2.04 × 10^5T^-2 N_2;C_p = 6.66 + 1.02 × 10^-3T Combustion reaction 2CO_(_g)_ + O_2(g) \rightleftharpoons 2CO_2(g)
A. Maximum flame temperature is 1,750°C, Heat supplied to the furnace is 4.5 Btu/ft^3 exhaust gas
B. Maximum flame temperature is 1,601°C, Heat supplied to the furnace is 4.85 Btu/ft^3 exhaust gas
C. Maximum flame temperature is 1,650°C, Heat supplied to the furnace is 5.2 Btu/ft^3 exhaust gas
D. Maximum flame temperature is 1,500°C, Heat supplied to the furnace is 5.5 Btu/ft^3 exhaust gas
E. Maximum flame temperature is 1,550°C, Heat supplied to the furnace is 4.2 Btu/ft^3 exhaust gas
F. Maximum flame temperature is 1,800°C, Heat supplied to the furnace is 3.9 Btu/ft^3 exhaust gas
G. Maximum flame temperature is 1,450°C, Heat supplied to the furnace is 5.8 Btu/ft^3 exhaust gas
H. Maximum flame temperature is 1,800°C, Heat supplied to the furnace is 5.0 Btu/ft^3 exhaust gas
I. Maximum flame temperature is 1,701°C, Heat supplied to the furnace is 4.7 Btu/ft^3 exhaust gas
J. Maximum flame temperature is 1,700°C, Heat supplied to the furnace is 4.0 Btu/ft^3 exhaust gas",B,engineering,A|B|C|D|E|F|G|H|I|J
11497,"The transpiration cooling with liquid oxygen as cooling mediumis used to protect the combustion chamber walls frombeing destroyed. The temperature of inside surface of wallsshould be maintained at 1170°R by adding liquid oxygenat 170°R through the porous walls into the chamber. The temperature of the gas stream is 3100°R and the heat transfercoefficient for the turbulent flow without the addition ofoxygen is 250 Btu / hr. ft^2. °F. Find the required rate of addition of oxygen.
A. 35.6 lb-moles / hr.ft^2
B. 18.9 lb-moles / hr.ft^2
C. 28.5 lb-moles / hr.ft^2
D. 25.0 lb-moles / hr.ft^2
E. 40.2 lb-moles / hr.ft^2
F. 30.7 lb-moles / hr.ft^2
G. 22.3 lb-moles / hr.ft^2
H. 33.3 lb-moles / hr.ft^2
I. 20.7 lb-moles / hr.ft^2
J. 15.4 lb-moles / hr.ft^2",C,engineering,A|B|C|D|E|F|G|H|I|J
11895,"In one of the experiments on gravitational sedimentation equilibrium, the number of gamboge particles in water at 20°C were monitored. (Gamboge is a yellow pigment not soluble in water.) The following data was obtained: Height in \mum: 0 25 50 75 100 Mean no. of particles: 203 166 136 112 91 Assuming that the gamboge particles had a mean volume equal to 9.78 × 10^-21 m^3 and a density equal to 1351 kg/m^3, calculate the Boltzmann constant.
A. 1.34 × 10^-23 J /°K
B. 1.54 × 10^-23 J /°K
C. 1.42 × 10^-23 J /°K
D. 1.38 × 10^-23 J /°K
E. 1.64 × 10^-23 J /°K
F. 1.44 × 10^-23 J /°K
G. 1.21 × 10^-23 J /°K
H. 1.47 × 10^-23 J /°K
I. 1.24 × 10^-23 J /°K
J. 1.50 × 10^-23 J /°K",F,engineering,A|B|C|D|E|F|G|H|I|J
11505,"The feedback factor of a Wien bridge oscillator using Op-Amp is
A. 3/2
B. 1/4
C. 0
D. 1/5
E. 1/3
F. 2
G. 1/2
H. 1
I. 5/4
J. 4/3",G,engineering,A|B|C|D|E|F|G|H|I|J
12100,"A plate cam causes a reciprocating roller follower to execute asimple harmonic motion with a maximum displacement of 2 in.The motion comprises of a rise for 140° and a fall for 160° of the cam rotation.The follower's roller is 1 in. in radiusand the pressure angle should not exceed 35°. Evaluate: (1)theperpendicular distance between the follower axis and thecamshaft axis. (2)thesmallest possible size of the cam for noiseless and efficientfunctioning of the cam.
A. Perpendicular distance: 1.75 in, Base circle radius: 1.65 in
B. Perpendicular distance: 1.35 in, Base circle radius: 1.24 in
C. Perpendicular distance: 1.5 in, Base circle radius: 1.3 in
D. Perpendicular distance: 1.2 in, Base circle radius: 1.24 in
E. Perpendicular distance: 1.4 in, Base circle radius: 1.35 in
F. Perpendicular distance: 1.286 in, Base circle radius: 1.5 in
G. Perpendicular distance: 1.1 in, Base circle radius: 1.2 in
H. Perpendicular distance: 1.286 in, Base circle radius: 1.45 in
I. Perpendicular distance: 1.286 in, Base circle radius: 1.24 in
J. Perpendicular distance: 1.286 in, Base circle radius: 1.75 in",I,engineering,A|B|C|D|E|F|G|H|I|J
11587,"What is the fugacity of water at a temperature of 298°K and a pressure of 10^7N/m^2? Assume that the following properties are known, for water at 298°K. \rho = 997 kg/m^3 MW = 18.02 kg/kg mol P_c = vapor pressure = 3,160 N/m^2
A. 9000 N/m^2
B. 500 N/m^2
C. 10000 N/m^2
D. 3400 N/m^2
E. 4000 N/m^2
F. 7500 N/m^2
G. 3160 N/m^2
H. 1500 N/m^2
I. 2500 N/m^2
J. 2000 N/m^2",D,engineering,A|B|C|D|E|F|G|H|I|J
6155,"In DNA adenine normally pairs with:
A. protein.
B. cytosine.
C. thymine.
D. guanine.
E. nucleotide.
F. adenine.
G. ribose.
H. phosphate.
I. deoxyribose.
J. uracil.",C,health,A|B|C|D|E|F|G|H|I|J
6470,"Which of the following is NOT one of the most rewarding aspects of being a grandparent as reported by grandparents?
A. Sharing wisdom and life experiences
B. Having a second chance at parenting
C. Watching grandchildren grow and develop
D. Having others to wait on you
E. Reliving their own childhood through their grandchildren
F. Having an excuse to indulge in childish activities
G. Spoiling the grandchildren
H. Feelings of immortality
I. Being able to spend quality time with family
J. Remembering when they were grandchildren",D,health,A|B|C|D|E|F|G|H|I|J
6238,"A 54-year-old woman comes to the emergency department because of severe jaw pain since undergoing a painful dental procedure 1 day ago. The patient was prescribed codeine after the procedure and instructed to take the medication every 4 hours, but she has continued pain despite adherence to this analgesic regimen. Other members of her family also have experienced poor pain control with codeine. Which of the following is the most likely explanation for this therapeutic failure?
A. Increased plasma protein-binding of codeine
B. Interference from the dental procedure
C. Insufficient dosage of codeine prescribed by the dentist
D. Allergic reaction to codeine preventing pain relief
E. Resistance to codeine developed over time
F. Decreased metabolism of codeine to morphine
G. Overuse of codeine leading to tolerance
H. Deficiency of κ receptors
I. Decreased absorption of codeine",F,health,A|B|C|D|E|F|G|H|I
6317,"Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?
A. At the start of a meal, the stomach increases its ""tone"" in order to develop pressure which will lead to expulsion of its contents, via the pylorus
B. The presence of partially digested fat and starch in the duodenum, speeds up intestinal motility
C. The migrating motor complex is chiefly responsible for the absorption of nutrients after a meal has been consumed
D. The migrating motor complex is chiefly responsible for peristaltic movement of food after a meal has been consumed
E. The release of glucagon after eating a meal will speed up the emptying of the stomach
F. The stomach decreases its ""tone"" at the end of a meal to develop pressure which will lead to expulsion of its contents, via the pylorus
G. The presence of partially digested fat and starch in the duodenum, slows intestinal motility
H. The release of insulin after eating a meal will speed up the emptying of the stomach
I. The presence of partially digested protein and fiber in the duodenum, speeds up intestinal motility",G,health,A|B|C|D|E|F|G|H|I
6341,"The Supreme Court has now ruled that older workers need no longer prove _____________ to win a job discrimination suit.
A. Unfair treatment
B. Discrimination
C. Employment history
D. Intention
E. Economic loss
F. Age bias
G. Work environment hostility
H. Health conditions
I. Negative impact
J. Previous warnings",D,health,A|B|C|D|E|F|G|H|I|J
6505,"A 33-year-old woman comes to the physician because of a 2-day history of mild nausea, increased urinary urgency and frequency, and constipation. She also has had a 4.5-kg (10-lb) weight loss during the past 2 weeks and a 3-week history of vaginal bleeding. Pelvic examination shows a nodular cervix with an irregular, friable posterior lip, and a rock-hard, irregular, immobile pelvic mass that extends across the pelvis. Examination of biopsy specimens from the cervix and anterior wall of the vagina show well-differentiated keratinizing squamous cell carcinoma. Which of the following best describes the pathogenesis of this patient's disease?
A. Inactivation of cellular p53
B. Insertion of viral promotors adjacent to cellular growth factor genes
C. Specialized transduction
D. Transactivation of cellular growth factor genes by TAX",A,health,A|B|C|D
6490,"A 65-year-old female is admitted to the hospital after experiencing aphasia and right-sided hemiparesis. She subsequently develops urinary incontinence. There is no evidence of urinary tract infection and no prior history of urinary pathology. The most likely diagnosis is
A. autonomic neurogenic bladderv
B. Detrusor underactivity
C. Overactive bladder
D. uninhibited neurogenic bladder
E. Functional incontinence
F. Overflow incontinence
G. motor paralytic bladder
H. Stress incontinence
I. Spastic neurogenic bladder",D,health,A|B|C|D|E|F|G|H|I
6196,"What is the estimated global prevalence of untreated dental caries?
A. 30%
B. 10%
C. 70%
D. 60%
E. 20%
F. 50%
G. 100%
H. 90%
I. 40%
J. 80%",I,health,A|B|C|D|E|F|G|H|I|J
6649,"Collagen fibres:
A. are re-established in the first five days of wound healing.
B. take some time to re-establish.
C. hinder the process of wound healing.
D. help in blood clotting during wound healing.
E. get destroyed during wound healing.
F. are not involved in the wound healing process.
G. are immediately re-established during wound healing.
H. are replaced by elastin during wound healing.
I. are not needed if a wound is healing by primary intention.",B,health,A|B|C|D|E|F|G|H|I
6237,"An epidemic involving 10 individuals of all ages occurs in a migrant worker camp. None of the patients has had any form of immunization. Most cases present with fever, chills, tachypnea, sore throat, swollen glands, and severe malaise. One patient dies from respiratory complications, and another dies from myocardial involvement. A gram-positive rod is isolated from the respiratory tracts of 7 of the patients. The most likely cause of the outbreak is
A. Streptococcus pneumoniae
B. Mycoplasma pneumoniae
C. Staphylococcus aureus
D. Bordetella pertussis
E. Streptococcus pyogenes
F. Mycobacterium tuberculosis
G. Haemophilus influenzae
H. Legionella pneumophila
I. Corynebacterium diphtheriae
J. Epstein-Barr virus",I,health,A|B|C|D|E|F|G|H|I|J
6156,"Asp235Phe in a molecular report indicates that:
A. phenylalanine has been replaced by leucine.
B. aspartic acid has been replaced by glutamine.
C. asparagine has been replaced by phenylalanine.
D. aspartic acid has been replaced by phenylalanine.
E. phenylalanine has been replaced by glutamine.
F. phenylalanine has been replaced by asparagine.
G. phenylalanine has been replaced by aspartic acid.
H. aspartic acid has been replaced by asparagine.
I. asparagine has been replaced by aspartic acid.
J. glutamine has been replaced by phenylalanine.",D,health,A|B|C|D|E|F|G|H|I|J
6583,"Which of the following statements is not true?
A. Humans cannot convert any fatty acids into docosahexaenoic acid
B. Flaxseeds are a rich source of docosahexaenoic acid
C. Docosahexaenoic acid levels are consistently higher in vegans than in omnivores
D. Vegan diets provide an abundance of docosahexaenoic acid naturally
E. Lack of docosahexaenoic acid in vegans causes visual and cognitive impairment
F. Docosahexaenoic acid is only found in animal-based foods
G. Docosahexaenoic acid can be synthesised from linolenic acid in vegans
H. All vegans require docosahexaenoic acid supplements to remain healthy
I. Microalgae can be used to synthesise docosahexaenoic acid
J. Docosahexaenoic acid is absent from vegan diets",E,health,A|B|C|D|E|F|G|H|I|J
6068,"Describe the coronavirus structure.
A. Club shaped glycoprotein spikes protrude through a lipid bilayer
B. An icosahedral structure with an envelope
C. An icosahedral large pleomorphic virus
D. Large regimented barrel shaped virus",C,health,A|B|C|D
6060,"Which of the following rules regarding the interconversion of fuels are central to the integration of metabolic pathways?
A. Fatty acids can be made from and converted to carbohydrates and amino acids
B. Carbohydrates can be made from and converted to amino acids and fatty acids
C. Fatty acids can be made from but not converted to carbohydrates and amino acids
D. Amino acids can be made from and converted to fatty acids",C,health,A|B|C|D
6690,"A 32-year-old man and his 29-year-old wife come to the office for evaluation for infertility. The wife's gynecologist has reported that her anatomic and physiologic evaluation disclosed no abnormalities and that assessment of potential male factors is needed. The husband is 188 cm (6 ft 3 in) tall with fair skin and little facial hair. He has mild gynecomastia and small, firm testicles. No sperm are seen on semen analysis. Which of the following tests is most likely to establish the underlying cause of this couple's infertility?
A. Karyotype from peripheral leukocytes
B. Serum estrogen and testosterone concentrations
C. Serum follicle-stimulating hormone and luteinizing hormone concentrations
D. Serum prolactin concentration",A,health,A|B|C|D
6553,"A 14-year-old girl is brought to the physician after her mother learned that she began having sexual intercourse with various partners 1 month ago. She does not use condoms or other contraception. The mother is concerned about her behavior. The patient's parents separated 3 months ago. She had been an honor student and excelled in sports and leadership positions at school before the separation. Since the separation, however, she has become sullen, defiant, and rebellious. She has begun smoking cigarettes, disobeying her curfew, and being truant from school. This patient is most likely using which of the following defense mechanisms?
A. Acting out
B. Intellectualization
C. Projection
D. Regression
E. Displacement
F. Rationalization
G. Denial
H. Repression
I. Sublimation
J. Reaction formation",A,health,A|B|C|D|E|F|G|H|I|J
6510,"Which of the following confirmed values meet the diagnostic threshold for diabetes?
A. fasting blood glucose ≥ 160 mg/dl
B. fasting blood glucose ? 140 mg/dl
C. fasting blood glucose ≥ 126 mg/dl
D. random glucose > 180 mg/dl
E. fasting blood glucose ? 120 mg/dl
F. 2 hour post prandial glucose ≥ 140 mg/dl
G. random glucose > 120 mg/dl
H. random glucose > 160 mg/dl
I. 2 hour post prandial glucose ≥ to 126 mg/dl
J. 2 hour post prandial glucose ≥ 160 mg/dl",C,health,A|B|C|D|E|F|G|H|I|J
6154,"The term ""senescence"" refers to
A. The loss of physical abilities
B. The process of cellular division
C. The development of disease
D. Biological aging
E. The process of becoming older
F. The acquisition of knowledge and wisdom
G. The loss of mental abilities
H. The process of physical growth
I. An increased vulnerability
J. The increase in physical strength",I,health,A|B|C|D|E|F|G|H|I|J
6199,"Cholesterol and fatty acids absorbed from the intestinal lumen are packaged into which types of lipoproteins and secreted from the enterocytes into the lymph?
A. Chylomicrons only
B. LDL only
C. VLDL and LDL
D. Chylomicrons and HDL
E. VLDL and HDL
F. HDL only
G. LDL and VLDL
H. HDL and LDL
I. Chylomicrons and VLDL
J. Chylomicrons and LDL",D,health,A|B|C|D|E|F|G|H|I|J
6046,"A 72-year-old man comes to the physician because of a 7-month history of leg weakness and dry eyes and mouth. He also has had a 10.4-kg (23-lb) weight loss over the past 4 months despite no change in appetite. He has smoked one and a half packs of cigarettes daily for 50 years. He drinks 4 oz of alcohol daily. He has peptic ulcer disease and emphysema. Medications include cimetidine, theophylline, and low-dose prednisone. Examination shows mild ptosis. He has a barrelshaped chest. Breath sounds are distant. There is moderate weakness of proximal muscles of the lower extremities. Reflexes are absent. He has difficulty rising from a chair. Sensory examination shows no abnormalities. An x-ray shows a hyperinflated chest and a 3 x 4-cm mass in the right hilum. His neurologic findings are most likely due to a lesion involving which of the following?
A. Presynaptic neuromuscular junction
B. Spinal cord
C. Muscle membrane
D. Central nervous system
E. Parasympathetic nervous system
F. Motor cortex
G. Postsynaptic neuromuscular junction
H. Peripheral nerve
I. Sympathetic nervous system
J. Sensory nerve",A,health,A|B|C|D|E|F|G|H|I|J
10984,"Which of the given formulas of PL is the best symbolization of the following sentence?
If Beth rides her bike, she gets to work earlier.
A. W ∨ B
B. B ⊃ W
C. B ∨ W
D. ¬B ⊃ W
E. W ⊃ B
F. ¬W ⊃ B
G. B ≡ ¬W
H. B ≡ W
I. B & W
J. Both A and B",B,philosophy,A|B|C|D|E|F|G|H|I|J
10942,"Anscombe claims that on Sidgwick’s view, the badness of an action must be estimated in light of:
A. whether it upholds social justice.
B. whether it violates divine law.
C. whether it violates any duties.
D. its potential for causing harm.
E. the actor's intentions.
F. its expected consequences.
G. its actual consequences.
H. its potential benefits.
I. its alignment with personal values.
J. the cultural norms of the time.",F,philosophy,A|B|C|D|E|F|G|H|I|J
10868,"Kamm claims that Sandel's moral distinction between treatment and enhancement assumes that
A. enhancement is always morally superior to treatment.
B. enhancement is inherently unnatural.
C. human beings have a moral duty to enhance themselves.
D. medical treatment is always more morally acceptable than enhancement.
E. there is no moral difference between treatment and enhancement.
F. Sandel's view is based on a misunderstanding of nature.
G. there is a clear moral hierarchy between treatment and enhancement.
H. nature in itself has no moral value.
I. nature is sacred and should be honored.
J. human beings want enhancement more than they want treatment.",I,philosophy,A|B|C|D|E|F|G|H|I|J
11239,"Zhuangzi describes a state as ziran, which means which of the following?
A. Compassion
B. Enlightenment
C. Non-action
D. Selflessness
E. Balance
F. Thoughtfulness
G. Meditation
H. Spontaneity
I. Harmony
J. Persistence",H,philosophy,A|B|C|D|E|F|G|H|I|J
11021,"Cicero argues that we will never go morally astray if we:
A. follow religious edicts.
B. follow historical precedents.
C. follow the teachings of philosophers.
D. follow Nature as our guide.
E. follow our conscience.
F. follow the laws.
G. follow our personal desires.
H. follow our instincts.
I. follow societal norms.
J. follow our friends and family.",D,philosophy,A|B|C|D|E|F|G|H|I|J
11010,"When someone responds to your argument with a sarcastic statement such as, ""Yeah, right. Like that's ever going to happen,"" that person may have committed which fallacy?
A. tu quoque
B. appeal to ignorance
C. argumentum ad populum
D. false cause
E. appeal to indignation
F. appeal to spite
G. horse laugh
H. slippery slope
I. straw man fallacy
J. argumentum ad hominem",G,philosophy,A|B|C|D|E|F|G|H|I|J
11127,"Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a necessary condition for France's subsidizing agriculture or China promotes human rights given that South Africa doesn't supply diamonds.
A. (F ⊃ E) ∨ (~S ⊃ C)
B. (E ≡ F) ∨ (C ⊃ ~S)
C. (F ≡ E) ∨ (S ≡ ~C)
D. (F ⊃ E) ∨ (S ≡ C)
E. (E ⊃ F) ∨ (S ⊃~C)
F. (F ⊃ E) ∨ (~S ≡ C)
G. (E ⊃ F) ∨ (C ⊃ S)
H. (E ⊃ F) ∨ (~C ⊃ S)
I. (E ⊃ F) ∨ (~S ≡ ~C)
J. (E ⊃ F) ∨ (C ≡ ~S)",A,philosophy,A|B|C|D|E|F|G|H|I|J
10781,"Identify the conclusion of the following argument. Remember to remove any conclusion indicators. It is wrong for society to kill a murderer. This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer. And a murderer is wrong in killing his victim.
A. A murderer is not wrong in killing his victim.
B. If a murderer is right in killing his victim, then society is also right in killing the murderer.
C. And a murderer is wrong in killing his victim.
D. This does not follow for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer.
E. And a murderer is not wrong in killing his victim.
F. This follows for the reason that if a murderer is wrong in killing his victim, then society is also wrong in killing the murderer.
G. If a murderer is wrong in killing his victim, then society is also wrong in killing the murderer.
H. Society is not wrong in killing the murderer.
I. A murderer is right in killing his victim.
J. It is wrong for society to kill a murderer.",J,philosophy,A|B|C|D|E|F|G|H|I|J
11247,"Which of the following explanations best fits the fallacy of ignorance of refutation?
A. asserting an argumentative opponent has taken an easily defeated position, which the opponent has not really taken, defeating the position, and acting as if you've done significant damage to that person's overall argument.
B. causing confusion during refutation because of a real or feigned lack of the ability to engage in refutation
C. characterizing an opposing argument in such a way to make it or its consequences appear to be ridiculous
D. arguing an action should be taken based only on the need to be loyal to someone or to a group",B,philosophy,A|B|C|D
11015,"Philosophy is concerned primarily with identifying beliefs about human existence and evaluating arguments that support those beliefs.  These activities can be summarized in two questions that drive philosophical investigations:
A. who really believes X? and how can we explain differences in people's beliefs?
B. what is the origin of thought? and how does it impact our actions?
C. what do you mean? and how do you know?
D. how do beliefs shape society? and why do beliefs differ?
E. how do philosophers argue? and are their differences important?
F. why is there something rather than nothing? and how can we be sure?
G. how can we prove it? and what if we're wrong?
H. why should we bother? and what are the consequences of our believing one thing over another?",C,philosophy,A|B|C|D|E|F|G|H
10793,"According to Kant, an imperative that represents an action as a necessary means to something that is willed is what kind of imperative?
A. categorical
B. autonomous
C. consequential
D. hypothetical
E. practical
F. noumenal
G. moral
H. universalizable
I. conditional
J. theoretical",D,philosophy,A|B|C|D|E|F|G|H|I|J
10905,"Nathanson supports which of the following kinds of retributivism?
A. proportional
B. equality
C. retaliatory
D. punitive
E. compensatory
F. absolute
G. restorative
H. corrective
I. preventive
J. consequential",A,philosophy,A|B|C|D|E|F|G|H|I|J
11240,"Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?
A. China
B. Silla
C. Goguryeo
D. Joseon",B,philosophy,A|B|C|D
11133,"Which of the following is evidence that de Marneffe cites in support of the claim that increased availability of a drug leads to increased use of that drug?
A. Marijuana use increased in states where it was legalized.
B. Methamphetamine use increased during periods when it was readily available.
C. The percentage of physicians who use psychoactive drugs is much higher than the general population.
D. Heroin use was much higher among military personnel in Vietnam than it was among veterans who returned to the United States.
E. The number of smokers increased after the introduction of e-cigarettes.
F. all of the above
G. Cocaine use decreased in areas where it was strictly prohibited.
H. Alcohol abuse declines when the law restricts the times it can be legally sold.
I. The use of prescription drugs is higher in countries where they are easily accessible.
J. The consumption of caffeine increased with the rise of coffee shops.",D,philosophy,A|B|C|D|E|F|G|H|I|J
11220,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
J ≡ ~K
J ∨ L
~K / L
A. Invalid. Counterexample when J is true and K and L are false
B. Valid. No counterexample exists.
C. Valid
D. Invalid. Counterexample when J and K are true and L is false
E. Invalid. Counterexample when J and K are false and L is true
F. Invalid. Counterexample when J and L are true and K is false
G. Invalid. Counterexample when all are false.
H. Invalid. Counterexample when L is true and J and K are false
I. Invalid. Counterexample when K and L are true and J is false
J. Invalid. Counterexample when K is true and J and L are false",A,philosophy,A|B|C|D|E|F|G|H|I|J
10954,"Which of the given formulas of PL is the best symbolization of the following sentence?
Doctors are helpful unless their patients are rude.
A. H ∨ R
B. ~H ∧ R
C. ~H ↔ R
D. H • R
E. H ∧ ~R
F. ~H ∨ R
G. H ↔ R
H. H → R
I. H ≡ R
J. H ∨ ~R",A,philosophy,A|B|C|D|E|F|G|H|I|J
